,CASES,DATE,NIS5,TX_ADM_DSTR_DESCR_FR,TX_ADM_DSTR_DESCR_NL,TX_DESCR_FR,TX_DESCR_NL,TX_PROV_DESCR_FR,TX_PROV_DESCR_NL,TX_RGN_DESCR_FR,TX_RGN_DESCR_NL,lat,lon
76,<5,2020-03-04,52048.0,Arrondissement de Charleroi,Arrondissement Charleroi,Montigny-le-Tilleul,Montigny-le-Tilleul,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,,
77,<5,2020-03-04,57097.0,Arrondissement de Tournai-Mouscron,Arrondissement Doornik-Moeskroen,Comines-Warneton,Komen-Waasten,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,,
78,<5,2020-03-04,58001.0,Arrondissement de La Louvière,Arrondissement La Louvière,La Louvière,La Louvière,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,,
79,<5,2020-03-04,58003.0,Arrondissement de La Louvière,Arrondissement La Louvière,Estinnes,Estinnes,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,,
80,<5,2020-03-04,62051.0,Arrondissement de Liège,Arrondissement Luik,Herstal,Herstal,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,50.84595245249991,5.355755398387586
81,<5,2020-03-04,62063.0,Arrondissement de Liège,Arrondissement Luik,Liège,Luik,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,51.21612531238215,5.372582588776505
82,<5,2020-03-04,62119.0,Arrondissement de Liège,Arrondissement Luik,Blegny,Blegny,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,,
83,<5,2020-03-04,63040.0,Arrondissement de Verviers,Arrondissement Verviers,La Calamine,Kelmis,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,,
84,<5,2020-03-04,63049.0,Arrondissement de Verviers,Arrondissement Verviers,Malmedy,Malmedy,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,,
85,<5,2020-03-04,71004.0,Arrondissement de Hasselt,Arrondissement Hasselt,Beringen,Beringen,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,51.06119577052695,5.232754837999402
86,<5,2020-03-04,71022.0,Arrondissement de Hasselt,Arrondissement Hasselt,Hasselt,Hasselt,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,50.9247636884334,5.313098095978546
87,<5,2020-03-04,71066.0,Arrondissement de Hasselt,Arrondissement Hasselt,Zonhoven,Zonhoven,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,50.98752596127504,5.383042526885794
88,<5,2020-03-04,71070.0,Arrondissement de Hasselt,Arrondissement Hasselt,Heusden-Zolder,Heusden-Zolder,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,51.02396868758203,5.288711391502337
89,<5,2020-03-04,73042.0,Arrondissement de Tongres,Arrondissement Tongeren,Lanaken,Lanaken,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,50.888690835887644,5.647255501575064
90,<5,2020-03-04,92101.0,Arrondissement de Namur,Arrondissement Namen,Profondeville,Profondeville,Province de Namur,Provincie Namen,Région wallonne,Waals Gewest,,
91,6,2020-03-04,,,,,,,,,,50.90367755922985,5.409427875112547
92,<5,2020-03-05,11002.0,Arrondissement dAnvers,Arrondissement Antwerpen,Anvers,Antwerpen,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.26055097634139,4.358436586642045
93,<5,2020-03-05,11008.0,Arrondissement dAnvers,Arrondissement Antwerpen,Brasschaat,Brasschaat,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.30999016199367,4.499643271447146
94,<5,2020-03-05,11022.0,Arrondissement dAnvers,Arrondissement Antwerpen,Kalmthout,Kalmthout,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.403182018338256,4.459616028357858
95,<5,2020-03-05,12005.0,Arrondissement de Malines,Arrondissement Mechelen,Bonheiden,Bonheiden,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.01843009644713,4.569018226471748
96,<5,2020-03-05,12021.0,Arrondissement de Malines,Arrondissement Mechelen,Lierre,Lier,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.11924748836616,4.574699897140983
97,<5,2020-03-05,13035.0,Arrondissement de Turnhout,Arrondissement Turnhout,Ravels,Ravels,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.42014671832245,5.016584284492565
98,<5,2020-03-05,21016.0,Arrondissement de Bruxelles-Capitale,Arrondissement Brussel-Hoofdstad,Uccle,Ukkel,,,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,50.790307486703384,4.362242705536522
99,<5,2020-03-05,23003.0,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,Beersel,Beersel,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.74771296474116,4.306270084447528
100,<5,2020-03-05,23016.0,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,Dilbeek,Dilbeek,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.851502726859124,4.228472730886587
101,<5,2020-03-05,23099.0,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,Kraainem,Kraainem,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.842340826230775,4.471010153441258
102,<5,2020-03-05,23105.0,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,Affligem,Affligem,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.907853998201695,4.1122908023491975
103,<5,2020-03-05,24001.0,Arrondissement de Louvain,Arrondissement Leuven,Aarschot,Aarschot,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.9955216863203,4.855333589760362
104,5,2020-03-05,24048.0,Arrondissement de Louvain,Arrondissement Leuven,Keerbergen,Keerbergen,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,51.004683532266576,4.6540076292885795
105,<5,2020-03-05,24062.0,Arrondissement de Louvain,Arrondissement Leuven,Louvain,Leuven,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.883918722280654,4.705478880658675
106,<5,2020-03-05,24066.0,Arrondissement de Louvain,Arrondissement Leuven,Lubbeek,Lubbeek,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.88203532004722,4.829526567151429
107,<5,2020-03-05,24109.0,Arrondissement de Louvain,Arrondissement Leuven,Tremelo,Tremelo,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,51.002950872113736,4.71367071173373
108,<5,2020-03-05,25014.0,Arrondissement de Nivelles,Arrondissement Nijvel,Braine-lAlleud,Eigenbrakel,Province du Brabant wallon,Provincie Waals-Brabant,Région wallonne,Waals Gewest,50.732198150173595,4.339937863325882
109,<5,2020-03-05,25015.0,Arrondissement de Nivelles,Arrondissement Nijvel,Braine-le-Château,Kasteelbrakel,Province du Brabant wallon,Provincie Waals-Brabant,Région wallonne,Waals Gewest,50.70225379299813,4.245916173551922
110,<5,2020-03-05,31005.0,Arrondissement de Bruges,Arrondissement Brugge,Bruges,Brugge,Province de Flandre occidentale,Provincie West-Vlaanderen,Région flamande,Vlaams Gewest,51.26115472006105,3.220385765985882
111,<5,2020-03-05,31043.0,Arrondissement de Bruges,Arrondissement Brugge,Knokke-Heist,Knokke-Heist,Province de Flandre occidentale,Provincie West-Vlaanderen,Région flamande,Vlaams Gewest,51.33313177903215,3.3051149777803976
112,<5,2020-03-05,33029.0,Arrondissement dYpres,Arrondissement Ieper,Wervik,Wervik,Province de Flandre occidentale,Provincie West-Vlaanderen,Région flamande,Vlaams Gewest,50.812004858919956,3.0529462297673047
113,<5,2020-03-05,34013.0,Arrondissement de Courtrai,Arrondissement Kortrijk,Harelbeke,Harelbeke,Province de Flandre occidentale,Provincie West-Vlaanderen,Région flamande,Vlaams Gewest,50.86258029593081,3.3088146940180074
114,7,2020-03-05,34041.0,Arrondissement de Courtrai,Arrondissement Kortrijk,Wevelgem,Wevelgem,Province de Flandre occidentale,Provincie West-Vlaanderen,Région flamande,Vlaams Gewest,50.82971065615632,3.1629644475364103
115,<5,2020-03-05,41034.0,Arrondissement dAlost,Arrondissement Aalst,Lede,Lede,Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,50.96729451725754,3.9457770954171063
116,<5,2020-03-05,41082.0,Arrondissement dAlost,Arrondissement Aalst,Erpe-Mere,Erpe-Mere,Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,50.91494042606734,3.9519624942821534
117,<5,2020-03-05,42006.0,Arrondissement de Termonde,Arrondissement Dendermonde,Termonde,Dendermonde,Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,51.02877582025413,4.095270092688059
118,<5,2020-03-05,42011.0,Arrondissement de Termonde,Arrondissement Dendermonde,Lebbeke,Lebbeke,Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,50.994360363724816,4.120104879145275
119,<5,2020-03-05,44019.0,Arrondissement de Gand,Arrondissement Gent,Evergem,Evergem,Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,51.14292280683962,3.7147693610963635
120,<5,2020-03-05,44034.0,Arrondissement de Gand,Arrondissement Gent,Lochristi,Lochristi,Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,51.099731153407156,3.854908950530779
121,<5,2020-03-05,44052.0,Arrondissement de Gand,Arrondissement Gent,Oosterzele,Oosterzele,Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,50.935828078774286,3.789578570934588
122,<5,2020-03-05,46003.0,Arrondissement de Saint-Nicolas,Arrondissement Sint-Niklaas,Beveren (Saint-Nicolas),Beveren (Sint-Niklaas),Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,,
123,<5,2020-03-05,52011.0,Arrondissement de Charleroi,Arrondissement Charleroi,Charleroi,Charleroi,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,51.116712390301295,2.625456966413264
124,<5,2020-03-05,52012.0,Arrondissement de Charleroi,Arrondissement Charleroi,Châtelet,Châtelet,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,,
125,<5,2020-03-05,52015.0,Arrondissement de Charleroi,Arrondissement Charleroi,Courcelles,Courcelles,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,,
126,<5,2020-03-05,53053.0,Arrondissement de Mons,Arrondissement Bergen,Mons,Bergen,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,51.039057418272414,3.9852133816633595
127,<5,2020-03-05,57096.0,Arrondissement de Tournai-Mouscron,Arrondissement Doornik-Moeskroen,Mouscron,Moeskroen,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,50.779027536289355,3.229532580448966
128,<5,2020-03-05,57097.0,Arrondissement de Tournai-Mouscron,Arrondissement Doornik-Moeskroen,Comines-Warneton,Komen-Waasten,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,,
129,<5,2020-03-05,58001.0,Arrondissement de La Louvière,Arrondissement La Louvière,La Louvière,La Louvière,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,,
130,<5,2020-03-05,58003.0,Arrondissement de La Louvière,Arrondissement La Louvière,Estinnes,Estinnes,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,,
131,<5,2020-03-05,62099.0,Arrondissement de Liège,Arrondissement Luik,Soumagne,Soumagne,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,,
132,<5,2020-03-05,62119.0,Arrondissement de Liège,Arrondissement Luik,Blegny,Blegny,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,,
133,<5,2020-03-05,62121.0,Arrondissement de Liège,Arrondissement Luik,Neupré,Neupré,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,,
134,<5,2020-03-05,63035.0,Arrondissement de Verviers,Arrondissement Verviers,Herve,Herve,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,50.94402583080962,5.551443316119455
135,<5,2020-03-05,63046.0,Arrondissement de Verviers,Arrondissement Verviers,Limbourg,Limburg,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,51.18465771417781,3.0039571101744538
136,<5,2020-03-05,71066.0,Arrondissement de Hasselt,Arrondissement Hasselt,Zonhoven,Zonhoven,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,50.98752596127504,5.383042526885794
137,<5,2020-03-05,72039.0,Arrondissement de Maaseik,Arrondissement Maaseik,Houthalen-Helchteren,Houthalen-Helchteren,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,51.052485407839846,5.429121238220393
138,<5,2020-03-05,72043.0,Arrondissement de Maaseik,Arrondissement Maaseik,Pelt,Pelt,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,51.214945517817966,5.427243645849569
139,<5,2020-03-05,73001.0,Arrondissement de Tongres,Arrondissement Tongeren,Alken,Alken,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,50.88184243341255,5.297600649362976
140,<5,2020-03-05,73022.0,Arrondissement de Tongres,Arrondissement Tongeren,Heers,Heers,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,50.75297602478614,5.320769212028685
141,<5,2020-03-05,73042.0,Arrondissement de Tongres,Arrondissement Tongeren,Lanaken,Lanaken,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,50.888690835887644,5.647255501575064
142,<5,2020-03-05,91064.0,Arrondissement de Dinant,Arrondissement Dinant,Havelange,Havelange,Province de Namur,Provincie Namen,Région wallonne,Waals Gewest,,
143,<5,2020-03-06,11002.0,Arrondissement dAnvers,Arrondissement Antwerpen,Anvers,Antwerpen,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.26055097634139,4.358436586642045
144,<5,2020-03-06,11023.0,Arrondissement dAnvers,Arrondissement Antwerpen,Kapellen (Anvers),Kapellen (Antwerpen),Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,,
145,<5,2020-03-06,12005.0,Arrondissement de Malines,Arrondissement Mechelen,Bonheiden,Bonheiden,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.01843009644713,4.569018226471748
146,<5,2020-03-06,12014.0,Arrondissement de Malines,Arrondissement Mechelen,Heist-op-den-Berg,Heist-op-den-Berg,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.06296122846649,4.738534456134641
147,<5,2020-03-06,12035.0,Arrondissement de Malines,Arrondissement Mechelen,Sint-Katelijne-Waver,Sint-Katelijne-Waver,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.06217610518179,4.536060925276519
148,<5,2020-03-06,13016.0,Arrondissement de Turnhout,Arrondissement Turnhout,Hulshout,Hulshout,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.0582218964871,4.817756947260675
149,<5,2020-03-06,13017.0,Arrondissement de Turnhout,Arrondissement Turnhout,Kasterlee,Kasterlee,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.24056317895021,4.946717510953188
150,<5,2020-03-06,13019.0,Arrondissement de Turnhout,Arrondissement Turnhout,Lille,Lille,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.25311368800135,4.834504133085757
151,<5,2020-03-06,21004.0,Arrondissement de Bruxelles-Capitale,Arrondissement Brussel-Hoofdstad,Bruxelles,Brussel,,,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,50.85509855840431,4.375478353592151
152,<5,2020-03-06,21008.0,Arrondissement de Bruxelles-Capitale,Arrondissement Brussel-Hoofdstad,Ganshoren,Ganshoren,,,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,50.87365865801206,4.308943372723094
153,<5,2020-03-06,21016.0,Arrondissement de Bruxelles-Capitale,Arrondissement Brussel-Hoofdstad,Uccle,Ukkel,,,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,50.790307486703384,4.362242705536522
154,<5,2020-03-06,21018.0,Arrondissement de Bruxelles-Capitale,Arrondissement Brussel-Hoofdstad,Woluwe-Saint-Lambert,Sint-Lambrechts-Woluwe,,,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,50.8484092445705,4.430881717093668
155,<5,2020-03-06,21019.0,Arrondissement de Bruxelles-Capitale,Arrondissement Brussel-Hoofdstad,Woluwe-Saint-Pierre,Sint-Pieters-Woluwe,,,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,50.83369194644824,4.440542758913281
156,<5,2020-03-06,23033.0,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,Hoeilaart,Hoeilaart,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.75898106871243,4.45776832167649
157,<5,2020-03-06,23038.0,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,Kampenhout,Kampenhout,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.93977559593902,4.565939510430196
158,<5,2020-03-06,23062.0,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,Overijse,Overijse,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.76820836120552,4.532695331577118
159,<5,2020-03-06,23100.0,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,Linkebeek,Linkebeek,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.76785830571057,4.34446408307762
160,<5,2020-03-06,23101.0,Arrondissement de Hal-Vilvorde,Arrondissement Halle-Vilvoorde,Rhode-Saint-Genèse,Sint-Genesius-Rode,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.74414596017691,4.372754863455735
161,<5,2020-03-06,24001.0,Arrondissement de Louvain,Arrondissement Leuven,Aarschot,Aarschot,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.9955216863203,4.855333589760362
162,<5,2020-03-06,24038.0,Arrondissement de Louvain,Arrondissement Leuven,Herent,Herent,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.91244164591876,4.650251780030754
163,<5,2020-03-06,24043.0,Arrondissement de Louvain,Arrondissement Leuven,Holsbeek,Holsbeek,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.93019544989929,4.793770628641267
164,<5,2020-03-06,24045.0,Arrondissement de Louvain,Arrondissement Leuven,Huldenberg,Huldenberg,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.78818326435823,4.605249883346276
165,<5,2020-03-06,24062.0,Arrondissement de Louvain,Arrondissement Leuven,Louvain,Leuven,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.883918722280654,4.705478880658675
166,<5,2020-03-06,24066.0,Arrondissement de Louvain,Arrondissement Leuven,Lubbeek,Lubbeek,Province du Brabant flamand,Provincie Vlaams-Brabant,Région flamande,Vlaams Gewest,50.88203532004722,4.829526567151429
167,<5,2020-03-06,25014.0,Arrondissement de Nivelles,Arrondissement Nijvel,Braine-lAlleud,Eigenbrakel,Province du Brabant wallon,Provincie Waals-Brabant,Région wallonne,Waals Gewest,50.732198150173595,4.339937863325882
168,<5,2020-03-06,25043.0,Arrondissement de Nivelles,Arrondissement Nijvel,Incourt,Incourt,Province du Brabant wallon,Provincie Waals-Brabant,Région wallonne,Waals Gewest,,
169,<5,2020-03-06,25110.0,Arrondissement de Nivelles,Arrondissement Nijvel,Waterloo,Waterloo,Province du Brabant wallon,Provincie Waals-Brabant,Région wallonne,Waals Gewest,50.77144938100384,5.240031201210459
170,<5,2020-03-06,25112.0,Arrondissement de Nivelles,Arrondissement Nijvel,Wavre,Waver,Province du Brabant wallon,Provincie Waals-Brabant,Région wallonne,Waals Gewest,51.06217610518179,4.536060925276519
171,<5,2020-03-06,25119.0,Arrondissement de Nivelles,Arrondissement Nijvel,Lasne,Lasne,Province du Brabant wallon,Provincie Waals-Brabant,Région wallonne,Waals Gewest,,
172,<5,2020-03-06,31043.0,Arrondissement de Bruges,Arrondissement Brugge,Knokke-Heist,Knokke-Heist,Province de Flandre occidentale,Provincie West-Vlaanderen,Région flamande,Vlaams Gewest,51.33313177903215,3.3051149777803976
173,<5,2020-03-06,33029.0,Arrondissement dYpres,Arrondissement Ieper,Wervik,Wervik,Province de Flandre occidentale,Provincie West-Vlaanderen,Région flamande,Vlaams Gewest,50.812004858919956,3.0529462297673047
174,<5,2020-03-06,34009.0,Arrondissement de Courtrai,Arrondissement Kortrijk,Deerlijk,Deerlijk,Province de Flandre occidentale,Provincie West-Vlaanderen,Région flamande,Vlaams Gewest,50.83923837745503,3.3596453294338486
175,<5,2020-03-06,34022.0,Arrondissement de Courtrai,Arrondissement Kortrijk,Courtrai,Kortrijk,Province de Flandre occidentale,Provincie West-Vlaanderen,Région flamande,Vlaams Gewest,50.80285068809682,3.2787668385386124
176,<5,2020-03-06,34027.0,Arrondissement de Courtrai,Arrondissement Kortrijk,Menin,Menen,Province de Flandre occidentale,Provincie West-Vlaanderen,Région flamande,Vlaams Gewest,50.793965583810916,3.1499893081165706
177,5,2020-03-06,34041.0,Arrondissement de Courtrai,Arrondissement Kortrijk,Wevelgem,Wevelgem,Province de Flandre occidentale,Provincie West-Vlaanderen,Région flamande,Vlaams Gewest,50.82971065615632,3.1629644475364103
178,<5,2020-03-06,37012.0,Arrondissement de Tielt,Arrondissement Tielt,Ruiselede,Ruiselede,Province de Flandre occidentale,Provincie West-Vlaanderen,Région flamande,Vlaams Gewest,51.063026805736875,3.386657036862349
179,<5,2020-03-06,42023.0,Arrondissement de Termonde,Arrondissement Dendermonde,Waasmunster,Waasmunster,Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,51.11857109341267,4.077295853710804
180,<5,2020-03-06,44021.0,Arrondissement de Gand,Arrondissement Gent,Gand,Gent,Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,51.08353200464957,3.714475104444717
181,<5,2020-03-06,44034.0,Arrondissement de Gand,Arrondissement Gent,Lochristi,Lochristi,Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,51.099731153407156,3.854908950530779
182,<5,2020-03-06,44043.0,Arrondissement de Gand,Arrondissement Gent,Merelbeke,Merelbeke,Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,50.98041587853252,3.7367748660024493
183,5,2020-03-06,44083.0,Arrondissement de Gand,Arrondissement Gent,Deinze,Deinze,Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,51.01773946396767,3.5315945169266962
184,<5,2020-03-06,46014.0,Arrondissement de Saint-Nicolas,Arrondissement Sint-Niklaas,Lokeren,Lokeren,Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,51.118039266507154,3.9653438065328626
185,<5,2020-03-06,46024.0,Arrondissement de Saint-Nicolas,Arrondissement Sint-Niklaas,Stekene,Stekene,Province de Flandre orientale,Provincie Oost-Vlaanderen,Région flamande,Vlaams Gewest,51.209414783293774,4.032376323713368
186,<5,2020-03-06,52015.0,Arrondissement de Charleroi,Arrondissement Charleroi,Courcelles,Courcelles,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,,
187,<5,2020-03-06,57097.0,Arrondissement de Tournai-Mouscron,Arrondissement Doornik-Moeskroen,Comines-Warneton,Komen-Waasten,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,,
188,<5,2020-03-06,58002.0,Arrondissement de La Louvière,Arrondissement La Louvière,Binche,Binche,Province du Hainaut,Provincie Henegouwen,Région wallonne,Waals Gewest,,
189,<5,2020-03-06,61043.0,Arrondissement de Huy,Arrondissement Hoei,Nandrin,Nandrin,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,,
190,<5,2020-03-06,62022.0,Arrondissement de Liège,Arrondissement Luik,Chaudfontaine,Chaudfontaine,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,,
191,<5,2020-03-06,62096.0,Arrondissement de Liège,Arrondissement Luik,Seraing,Seraing,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,,
192,<5,2020-03-06,62118.0,Arrondissement de Liège,Arrondissement Luik,Grâce-Hollogne,Grâce-Hollogne,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,,
193,<5,2020-03-06,63013.0,Arrondissement de Verviers,Arrondissement Verviers,Butgenbach,Bütgenbach,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,,
194,<5,2020-03-06,63035.0,Arrondissement de Verviers,Arrondissement Verviers,Herve,Herve,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,50.94402583080962,5.551443316119455
195,<5,2020-03-06,64008.0,Arrondissement de Waremme,Arrondissement Borgworm,Berloz,Berloz,Province de Liège,Provincie Luik,Région wallonne,Waals Gewest,,
196,<5,2020-03-06,71004.0,Arrondissement de Hasselt,Arrondissement Hasselt,Beringen,Beringen,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,51.06119577052695,5.232754837999402
197,<5,2020-03-06,71022.0,Arrondissement de Hasselt,Arrondissement Hasselt,Hasselt,Hasselt,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,50.9247636884334,5.313098095978546
198,<5,2020-03-06,71066.0,Arrondissement de Hasselt,Arrondissement Hasselt,Zonhoven,Zonhoven,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,50.98752596127504,5.383042526885794
199,<5,2020-03-06,72004.0,Arrondissement de Maaseik,Arrondissement Maaseik,Bree,Bree,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,51.14386186332487,5.632949598847368
200,<5,2020-03-06,72039.0,Arrondissement de Maaseik,Arrondissement Maaseik,Houthalen-Helchteren,Houthalen-Helchteren,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,51.052485407839846,5.429121238220393
201,<5,2020-03-06,73001.0,Arrondissement de Tongres,Arrondissement Tongeren,Alken,Alken,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,50.88184243341255,5.297600649362976
202,<5,2020-03-06,73022.0,Arrondissement de Tongres,Arrondissement Tongeren,Heers,Heers,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,50.75297602478614,5.320769212028685
203,<5,2020-03-06,73066.0,Arrondissement de Tongres,Arrondissement Tongeren,Riemst,Riemst,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,50.803086884554844,5.600392353157862
204,<5,2020-03-06,73083.0,Arrondissement de Tongres,Arrondissement Tongeren,Tongres,Tongeren,Province du Limbourg,Provincie Limburg,Région flamande,Vlaams Gewest,50.77143251294705,5.4712166265729945
205,<5,2020-03-06,83055.0,Arrondissement de Marche-en-Famenne,Arrondissement Marche-en-Famenne,Manhay,Manhay,Province du Luxembourg,Provincie Luxemburg,Région wallonne,Waals Gewest,,
206,<5,2020-03-06,91064.0,Arrondissement de Dinant,Arrondissement Dinant,Havelange,Havelange,Province de Namur,Provincie Namen,Région wallonne,Waals Gewest,,
