lon,lat
4.375478353592151,50.855098558404315
4.3753375411779585,50.820683755281706
4.369676841402768,50.853718984451724
4.532695331577118,50.768208361205524
4.424015309287975,50.92827875262193
4.4710101534412585,50.84234082623078
4.605249883346277,50.788183264358224
4.705478880658675,50.883918722280654
3.531594516926696,51.01773946396768
4.4167815900460825,50.81241925766846
5.090618941688245,50.954130757197724
4.5360609252765185,51.06217610518179
4.296606171822393,50.86533609556538
4.362242705536523,50.790307486703384
4.430881717093668,50.848409244570504
4.440542758913281,50.83369194644824
4.8771877263375405,50.77842506099246
4.7937706286412665,50.930195449899294
4.517255654165557,50.830687213771114
3.1629644475364103,50.82971065615632
2.921708176030572,51.21415626625426
3.880982945041316,50.92892434887961
4.3584365866420445,51.26055097634139
4.985913241166187,51.165827189116584
4.291930327949198,50.828683887327365
4.431287115924599,50.79371571551828
4.228472730886587,50.851502726859124
4.532695331577118,50.768208361205524
4.4710101534412585,50.84234082623078
4.605249883346277,50.788183264358224
4.705478880658675,50.883918722280654
4.8295265671514285,50.882035320047216
4.339937863325882,50.732198150173595
3.3051149777803976,51.33313177903214
3.3308349450304164,50.93438264434434
3.3866570368623488,51.06302680573688
3.7144751044447166,51.08353200464957
3.6078790185401526,50.75223797887103
3.6070676120192746,50.74648013726564
3.531594516926696,51.01773946396768
5.355755398387586,50.8459524524999
5.551443316119455,50.94402583080962
5.197414217599628,50.81327458403877
5.427243645849569,51.214945517817966
5.297600649362977,50.881842433412544
4.3860440508412735,51.20750666249797
4.3584365866420445,51.26055097634139
4.504126491359321,51.27002647518821
4.574699897140984,51.119247488366156
4.985913241166187,51.165827189116584
5.087382220978584,51.25768729484904
4.375478353592151,50.855098558404315
4.406980264512645,50.86902287636588
4.3753375411779585,50.820683755281706
4.31723998090662,50.87930215861145
4.430881717093668,50.848409244570504
4.228472730886587,50.851502726859124
4.093532832441244,50.78081102644624
4.755266762440611,50.831660295788176
4.8771877263375405,50.77842506099246
4.7937706286412665,50.930195449899294
4.605249883346277,50.788183264358224
4.705478880658675,50.883918722280654
4.71367071173373,51.00295087211374
4.339937863325882,50.732198150173595
3.3051149777803976,51.33313177903214
4.095270092688058,51.02877582025413
3.965343806532863,51.11803926650715
2.6254569664132643,51.116712390301295
5.355755398387586,50.8459524524999
5.372582588776505,51.21612531238215
5.232754837999402,51.06119577052695
5.313098095978546,50.9247636884334
5.383042526885794,50.98752596127505
5.2887113915023365,51.023968687582034
5.647255501575064,50.88869083588765
5.409427875112547,50.90367755922985
4.3584365866420445,51.26055097634139
4.499643271447146,51.309990161993674
4.459616028357859,51.40318201833826
4.569018226471748,51.01843009644713
4.574699897140984,51.119247488366156
5.016584284492565,51.42014671832245
4.362242705536523,50.790307486703384
4.306270084447529,50.747712964741154
4.228472730886587,50.851502726859124
4.4710101534412585,50.84234082623078
4.1122908023491975,50.9078539982017
4.855333589760362,50.995521686320295
4.65400762928858,51.004683532266576
4.705478880658675,50.883918722280654
4.8295265671514285,50.882035320047216
4.71367071173373,51.00295087211374
4.339937863325882,50.732198150173595
4.2459161735519215,50.702253792998135
3.2203857659858817,51.26115472006104
3.3051149777803976,51.33313177903214
3.0529462297673047,50.81200485891996
3.3088146940180074,50.86258029593081
3.1629644475364103,50.82971065615632
3.9457770954171054,50.967294517257535
3.9519624942821534,50.91494042606734
4.095270092688058,51.02877582025413
4.120104879145274,50.99436036372482
3.714769361096364,51.14292280683962
3.854908950530779,51.099731153407156
3.7895785709345877,50.93582807877429
2.6254569664132643,51.116712390301295
3.98521338166336,51.03905741827242
3.229532580448966,50.779027536289355
5.551443316119455,50.94402583080962
3.0039571101744538,51.18465771417781
5.383042526885794,50.98752596127505
5.429121238220394,51.05248540783985
5.427243645849569,51.214945517817966
5.297600649362977,50.881842433412544
5.320769212028685,50.752976024786136
5.647255501575064,50.88869083588765
4.3584365866420445,51.26055097634139
4.569018226471748,51.01843009644713
4.738534456134642,51.06296122846649
4.5360609252765185,51.06217610518179
4.8177569472606745,51.058221896487105
4.946717510953189,51.24056317895021
4.8345041330857565,51.253113688001356
4.375478353592151,50.855098558404315
4.3089433727230935,50.87365865801207
4.362242705536523,50.790307486703384
4.430881717093668,50.848409244570504
4.440542758913281,50.83369194644824
4.4577683216764905,50.75898106871242
4.565939510430196,50.939775595939025
4.532695331577118,50.768208361205524
4.344464083077621,50.767858305710575
4.372754863455735,50.74414596017691
4.855333589760362,50.995521686320295
4.650251780030754,50.91244164591876
4.7937706286412665,50.930195449899294
4.605249883346277,50.788183264358224
4.705478880658675,50.883918722280654
4.8295265671514285,50.882035320047216
4.339937863325882,50.732198150173595
5.240031201210459,50.77144938100385
4.5360609252765185,51.06217610518179
3.3051149777803976,51.33313177903214
3.0529462297673047,50.81200485891996
3.3596453294338486,50.83923837745503
3.2787668385386124,50.80285068809682
3.14998930811657,50.79396558381092
3.1629644475364103,50.82971065615632
3.3866570368623488,51.06302680573688
4.077295853710804,51.118571093412676
3.7144751044447166,51.08353200464957
3.854908950530779,51.099731153407156
3.736774866002449,50.980415878532526
3.531594516926696,51.01773946396768
3.965343806532863,51.11803926650715
4.032376323713368,51.20941478329378
5.551443316119455,50.94402583080962
5.232754837999402,51.06119577052695
5.313098095978546,50.9247636884334
5.383042526885794,50.98752596127505
5.632949598847368,51.14386186332487
5.429121238220394,51.05248540783985
5.297600649362977,50.881842433412544
5.320769212028685,50.752976024786136
5.600392353157862,50.80308688455485
5.4712166265729945,50.771432512947044
4.3420848065530055,50.83064252848786
5.409427875112547,50.90367755922985
4.3584365866420445,51.26055097634139
4.569018226471748,51.01843009644713
4.738534456134642,51.06296122846649
4.946717510953189,51.24056317895021
5.070929809262919,51.12680793778286
4.880706888980866,51.10578285034048
4.395631402510558,50.83359001825902
